City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Cururupu,BR,-1.8283,-44.8683,75.72,85,45,3.69,scattered clouds
348,Bathsheba,BB,13.2167,-59.5167,84.81,79,40,19.57,scattered clouds
349,Dubbo,AU,-32.25,148.6167,33.93,93,0,8.05,clear sky
350,Somerton,US,32.5964,-114.7097,107.37,27,20,5.75,few clouds
351,Scarborough,GB,54.2797,-0.4044,53.91,86,87,2.59,overcast clouds
352,Burnie,AU,-41.0667,145.9167,46.92,71,8,8.43,clear sky
353,Ilulissat,GL,69.2167,-51.1,46.42,87,75,10.36,broken clouds
354,Karasjok,NO,69.4719,25.5112,58.35,99,100,4.47,light rain
355,San Patricio,US,28.017,-97.5169,97.52,41,51,17.65,broken clouds
356,Pandan,PH,14.0453,124.1694,80.37,84,99,5.39,overcast clouds
357,General Roca,AR,-39.0333,-67.5833,40.62,94,100,9.84,light rain
358,Makinsk,KZ,52.6292,70.4169,66.13,72,94,11.95,overcast clouds
359,Opuwo,NA,-18.0607,13.84,61.59,30,17,5.61,few clouds
360,Bluefields,NI,12.0137,-83.7635,77.07,78,40,0.0,scattered clouds
361,Coahuayana,MX,18.7333,-103.6833,88.65,59,84,6.42,broken clouds
362,Nha Trang,VN,12.25,109.1833,77.0,89,96,3.56,overcast clouds
363,Kem,RU,64.9555,34.5793,61.43,84,91,10.2,overcast clouds
364,Saint-Pierre,RE,-21.3393,55.4781,67.91,70,0,9.22,clear sky
365,Fort Nelson,CA,58.8053,-122.7002,83.79,39,75,8.05,broken clouds
366,Kavieng,PG,-2.5744,150.7967,83.26,70,89,12.88,overcast clouds
367,Salinopolis,BR,-0.6136,-47.3561,78.71,85,77,9.71,broken clouds
368,Rogatica,BA,43.8008,19.0025,64.47,96,23,3.22,few clouds
369,Ajdabiya,LY,30.7554,20.2263,79.61,65,0,10.8,clear sky
370,Almeirim,BR,-1.5233,-52.5817,81.97,66,97,4.12,overcast clouds
371,Taupo,NZ,-38.6833,176.0833,49.78,94,100,16.42,overcast clouds
372,Tezu,IN,27.9167,96.1667,73.63,94,81,2.55,broken clouds
373,Teknaf,BD,20.8624,92.3058,78.82,84,62,4.27,broken clouds
374,Sinnamary,GF,5.3833,-52.95,79.52,81,33,6.51,scattered clouds
375,Omboue,GA,-1.5746,9.2618,72.18,85,73,9.22,broken clouds
376,Les Cayes,HT,18.2,-73.75,84.58,69,30,10.58,scattered clouds
377,Broken Hill,AU,-31.95,141.4333,42.51,86,1,4.7,clear sky
378,Esperance,AU,-33.8667,121.9,53.44,80,100,5.68,overcast clouds
379,Ustka,PL,54.5805,16.8619,52.65,69,3,15.68,clear sky
380,Muli,MV,2.9167,73.5667,81.93,77,44,17.18,scattered clouds
381,Dabola,GN,10.75,-11.1167,72.63,94,94,1.3,moderate rain
382,Janauba,BR,-15.8025,-43.3089,72.57,37,0,8.5,clear sky
383,Perigueux,FR,45.1833,0.7167,64.08,69,2,6.2,clear sky
384,Adrar,MR,20.5022,-10.0711,101.41,16,70,7.38,broken clouds
385,Pemangkat,ID,1.1667,108.9667,77.29,89,100,5.48,overcast clouds
386,Nuevitas,CU,21.5453,-77.2644,83.64,76,99,17.72,overcast clouds
387,Alibag,IN,18.6411,72.8792,77.07,83,100,2.35,light rain
388,Kongoussi,BF,13.3258,-1.5347,86.14,57,95,11.97,overcast clouds
389,Turochak,RU,52.2576,87.1224,50.18,96,22,2.53,few clouds
390,Roblin,CA,51.23,-101.3565,68.02,58,46,16.04,scattered clouds
391,Kysyl-Syr,RU,63.8986,122.7617,70.07,74,9,6.46,clear sky
392,Port Augusta,AU,-32.5,137.7667,42.33,80,30,2.46,scattered clouds
393,Sal Rei,CV,16.1833,-22.9167,78.37,80,66,5.12,broken clouds
394,Bengkulu,ID,-3.8004,102.2655,75.43,87,100,3.47,overcast clouds
395,Mehriz,IR,31.5917,54.4318,90.1,38,100,7.16,overcast clouds
396,Lapeer,US,43.0514,-83.3188,82.26,31,75,0.0,broken clouds
397,Straumen,NO,63.8709,11.2999,53.6,90,100,15.55,overcast clouds
398,Zhezkazgan,KZ,47.8043,67.7144,74.03,50,0,6.06,clear sky
399,Kungurtug,RU,50.5994,97.5228,42.57,79,100,1.25,overcast clouds
400,Hervey Bay,AU,-25.2986,152.8535,53.92,55,0,12.03,clear sky
401,Fuerte Olimpo,PY,-21.0415,-57.8738,83.66,24,0,4.56,clear sky
402,Hajnowka,PL,52.7433,23.5812,62.02,88,100,5.01,overcast clouds
403,Ulaangom,MN,49.9811,92.0667,54.64,69,100,6.26,overcast clouds
404,Syracuse,IT,37.0881,15.2792,81.99,71,0,0.51,clear sky
405,Yablonovo,RU,50.8523,37.3574,63.03,94,88,6.24,moderate rain
406,Huarmey,PE,-10.0681,-78.1522,65.82,77,57,11.1,broken clouds
407,Marsh Harbour,BS,26.5412,-77.0636,83.91,76,75,15.17,broken clouds
408,Ucluelet,CA,48.9329,-125.5528,73.71,65,0,3.47,clear sky
409,Trairi,BR,-3.2778,-39.2689,77.97,72,99,10.8,overcast clouds
410,Dudinka,RU,69.4058,86.1778,52.63,82,50,7.52,scattered clouds
411,Nishihara,JP,26.1842,127.7558,80.65,86,40,4.61,scattered clouds
412,Kattivakkam,IN,13.2167,80.3167,83.07,82,20,7.74,few clouds
413,Ilhabela,BR,-23.7781,-45.3581,68.31,91,24,4.07,few clouds
414,Wasco,US,35.5941,-119.341,99.14,15,0,6.91,clear sky
415,Sirnak,TR,37.5228,42.4594,73.47,14,0,5.55,clear sky
416,Saint-Louis,SN,16.3333,-15.0,91.04,52,30,8.95,scattered clouds
417,Nome,US,64.5011,-165.4064,45.16,76,100,18.41,overcast clouds
418,Bintulu,MY,3.1667,113.0333,75.61,94,40,8.05,scattered clouds
419,Zaigrayevo,RU,51.8336,108.2703,53.4,90,100,7.02,overcast clouds
420,Clyde River,CA,70.4692,-68.5914,39.43,100,100,9.22,light rain
421,Peleduy,RU,59.6289,112.7406,62.24,94,83,6.53,light rain
422,Novosergiyevka,RU,52.0934,53.6528,63.66,92,97,5.35,overcast clouds
423,Frutal,BR,-20.0247,-48.9406,74.23,34,0,6.15,clear sky
424,Saint-Joseph,RE,-21.3667,55.6167,64.78,79,17,8.5,few clouds
425,Livramento,BR,-3.0254,-60.1803,92.08,52,20,9.22,few clouds
426,Baherden,TM,38.4362,57.4316,86.25,39,50,3.0,scattered clouds
427,Tyukhtet,RU,56.5389,89.3011,50.9,92,100,4.27,overcast clouds
428,Tynda,RU,55.1667,124.7167,67.86,76,2,2.33,clear sky
429,Alghero,IT,40.5589,8.3181,75.29,88,0,1.14,clear sky
430,Coihaique,CL,-45.5752,-72.0662,35.55,75,100,0.0,overcast clouds
431,Victoria,HK,22.2855,114.1577,86.32,79,0,5.99,clear sky
432,Joshimath,IN,30.5667,79.5667,70.95,95,100,0.85,overcast clouds
433,Sukhumi,GE,43.0033,41.0153,69.85,83,83,2.53,broken clouds
434,Panzhihua,CN,26.5851,101.7128,70.66,90,100,2.13,light rain
435,Chibuto,MZ,-24.6867,33.5306,57.56,79,0,5.37,clear sky
436,San Felipe,VE,10.3399,-68.7425,78.15,89,64,4.07,broken clouds
437,Yulara,AU,-25.2406,130.9889,40.8,62,0,9.44,clear sky
438,Quatre Cocos,MU,-20.2078,57.7625,68.11,83,25,10.58,light rain
439,Tarbes,FR,43.25,0.1667,64.87,72,100,8.05,overcast clouds
440,Rawson,AR,-43.3002,-65.1023,45.72,94,100,7.52,light rain
441,Mazsalaca,LV,57.8633,25.0547,59.88,98,100,5.73,overcast clouds
442,Bonthe,SL,7.5264,-12.505,75.88,83,53,6.31,broken clouds
443,Utrecht,NL,52.0,5.25,60.96,74,100,1.01,overcast clouds
444,Alindao,CF,5.0267,21.2088,71.13,96,100,2.37,light rain
445,Rocky Mountain House,CA,52.3668,-114.9188,69.3,70,61,5.26,broken clouds
446,Ungheni,MD,47.2042,27.7958,76.28,47,0,8.05,clear sky
447,Panlaitan,PH,12.1191,119.8486,82.85,77,87,7.54,overcast clouds
448,Novikovo,RU,51.1537,37.8879,63.95,93,67,4.68,light rain
449,Sisimiut,GL,66.9395,-53.6735,42.58,85,89,5.64,overcast clouds
450,Puerto Quijarro,BO,-17.7833,-57.7667,82.89,27,2,1.07,clear sky
451,Minna,NG,9.6139,6.5569,74.88,88,96,3.91,light rain
452,Banes,CU,20.9625,-75.7186,84.61,66,21,20.0,few clouds
453,Bandarbeyla,SO,9.4942,50.8122,76.3,80,29,30.87,scattered clouds
454,Mitsamiouli,KM,-11.3847,43.2844,76.01,70,1,6.6,clear sky
455,Mali,GN,12.079,-12.2982,61.12,96,79,4.07,light rain
456,San Rafael,AR,-34.6177,-68.3301,46.99,100,100,8.05,fog
457,Eureka,US,40.8021,-124.1637,73.2,71,65,5.99,broken clouds
458,Nisia Floresta,BR,-6.0911,-35.2086,79.18,89,79,7.29,broken clouds
459,Udachnyy,RU,66.4167,112.4,68.45,77,89,7.47,overcast clouds
460,Aykhal,RU,66.0,111.5,70.3,70,72,8.32,broken clouds
461,Sardarpur,IN,22.678,74.9484,72.27,95,80,7.54,broken clouds
462,Port Said,EG,31.2565,32.2841,80.58,78,0,6.91,clear sky
463,Trinidad,BO,-14.8333,-64.9,93.18,43,40,6.91,scattered clouds
464,Komsomolskiy,UZ,40.4272,71.7189,83.12,36,4,4.61,clear sky
465,Cotonou,BJ,6.3654,2.4183,77.23,86,99,16.35,overcast clouds
466,Yingkou,CN,40.6648,122.2283,72.91,85,7,4.34,clear sky
467,Motygino,RU,58.1831,94.7592,55.18,98,100,7.27,light rain
468,Kidal,ML,18.4411,1.4078,98.26,9,85,9.69,overcast clouds
469,Brae,GB,60.3964,-1.353,49.87,84,14,8.23,few clouds
470,Le Vauclin,MQ,14.5452,-60.8388,84.25,74,20,13.8,few clouds
471,Saint-Augustin,CA,51.226,-58.6502,67.55,64,84,22.68,broken clouds
472,Koulamoutou,GA,-1.1303,12.4736,72.03,76,95,1.7,overcast clouds
473,Alamosa,US,37.4695,-105.87,78.78,41,0,4.16,clear sky
474,Half Moon Bay,US,37.4636,-122.4286,84.42,68,100,18.41,overcast clouds
475,Pangkalanbuun,ID,-2.6833,111.6167,73.02,99,99,2.01,overcast clouds
476,Bereda,ES,43.2686,-7.5406,58.14,95,80,6.08,broken clouds
477,Muros,ES,42.7762,-9.0603,66.09,74,5,13.67,clear sky
478,Hualmay,PE,-11.0964,-77.6139,64.44,76,76,13.24,broken clouds
479,Abu Samrah,SY,35.3029,37.1841,77.4,46,0,7.36,clear sky
480,Usinsk,RU,65.9939,57.5281,47.71,81,25,9.4,scattered clouds
481,Mold,GB,53.1667,-3.1414,57.79,89,15,4.18,few clouds
482,Alihe,CN,50.5667,123.7167,66.07,99,97,2.75,moderate rain
483,Tra Vinh,VN,9.9347,106.3453,76.8,93,100,3.47,overcast clouds
484,Bouna,CI,9.2667,-3.0,71.46,89,100,4.79,overcast clouds
485,Salalah,OM,17.0151,54.0924,75.29,100,75,9.22,light intensity drizzle
486,Nantucket,US,41.2835,-70.0995,80.71,74,0,8.05,clear sky
487,Sinaloa,MX,25.0,-107.5,88.25,43,95,5.06,overcast clouds
488,Askiz,RU,53.1319,90.5264,51.98,96,86,3.02,overcast clouds
489,Samarai,PG,-10.6167,150.6667,79.11,85,49,10.16,scattered clouds
490,Beloha,MG,-25.1667,45.05,59.41,84,0,2.19,clear sky
491,Bajos De Haina,DO,18.4154,-70.0332,87.76,68,40,0.0,scattered clouds
492,Wajir,KE,1.7471,40.0573,74.3,59,64,19.93,broken clouds
493,Lagoa,PT,39.05,-27.9833,73.47,88,28,11.5,scattered clouds
494,Strezhevoy,RU,60.7333,77.5889,60.85,97,100,5.14,overcast clouds
495,Qasigiannguit,GL,68.8193,-51.1922,46.65,98,100,3.91,overcast clouds
496,Fairbanks,US,64.8378,-147.7164,58.3,50,75,19.57,broken clouds
497,Ancud,CL,-41.8697,-73.8203,51.22,93,92,9.33,light rain
498,Stykkisholmur,IS,65.0757,-22.7297,52.92,89,100,8.41,overcast clouds
499,Qeshm,IR,26.9581,56.2719,84.09,84,100,10.85,heavy intensity rain
500,Gogaran,AM,40.8926,44.1992,60.64,97,46,3.94,scattered clouds
501,Sasovo,RU,54.3537,41.9199,66.96,83,3,4.43,clear sky
502,Homer,US,59.6425,-151.5483,57.07,71,0,10.36,clear sky
503,Isla Mujeres,MX,21.2311,-86.731,89.65,67,10,9.91,clear sky
504,Omsukchan,RU,62.5333,155.8,61.74,39,100,4.9,overcast clouds
505,Maceio,BR,-9.6658,-35.7353,74.64,88,100,5.75,overcast clouds
506,Pennathur,IN,12.25,79.2333,79.36,74,99,1.12,overcast clouds
507,Margate,GB,51.3813,1.3862,63.3,72,100,1.99,overcast clouds
508,Leh,IN,34.1667,77.5833,55.35,85,99,5.55,overcast clouds
509,Cleburne,US,32.3476,-97.3867,105.44,27,0,14.97,clear sky
510,Gushikawa,JP,26.3544,127.8686,80.6,89,0,4.61,clear sky
511,Mirnyy,RU,62.5353,113.9611,71.24,64,0,3.09,clear sky
512,Karratha,AU,-20.7377,116.8463,66.94,30,5,9.91,clear sky
513,Dunedin,NZ,-45.8742,170.5036,46.45,97,100,10.45,overcast clouds
514,Mocuba,MZ,-16.8392,36.9856,62.98,88,89,3.18,overcast clouds
515,Santa Maria,BR,-29.6842,-53.8069,67.3,88,0,4.61,clear sky
516,Marietta,US,33.9526,-84.5499,91.94,59,75,10.36,broken clouds
517,Coquimbo,CL,-29.9533,-71.3436,56.93,82,20,11.5,few clouds
518,Novopokrovka,UA,49.8425,36.5477,62.85,87,42,4.38,scattered clouds
519,Pochutla,MX,15.7432,-96.4661,86.83,75,94,3.4,overcast clouds
520,Raudeberg,NO,61.9875,5.1352,50.67,79,99,17.22,overcast clouds
521,Marienburg,PL,54.0359,19.0266,58.87,81,47,6.2,scattered clouds
522,Musiri,IN,10.9333,78.45,78.84,82,99,6.55,moderate rain
523,Warrington,GB,53.3925,-2.5802,58.98,80,20,5.75,few clouds
524,Porto Torres,IT,40.835,8.3972,75.38,68,0,5.48,clear sky
525,Poysdorf,AT,48.6667,16.6333,67.28,87,39,1.88,scattered clouds
526,Acapulco,MX,16.8634,-99.8901,85.46,68,79,6.4,broken clouds
527,Severo-Kurilsk,RU,50.6789,156.125,54.52,81,96,6.13,overcast clouds
528,Faya,SA,18.3851,42.4509,66.31,71,100,4.9,overcast clouds
529,San Roque,ES,36.2107,-5.3842,83.23,39,0,11.5,clear sky
530,San Javier,ES,37.8063,-0.8374,83.46,75,75,4.61,broken clouds
531,Chateaudun,FR,48.0833,1.3333,67.95,66,28,7.61,scattered clouds
532,Clyde,US,41.3042,-82.9752,82.9,54,81,3.71,broken clouds
533,Okitipupa,NG,6.5047,4.7839,73.47,98,94,2.93,light rain
534,Hurghada,EG,27.2574,33.8129,89.64,25,0,5.75,clear sky
535,Boende,CD,-0.2167,20.8667,71.64,96,100,3.49,overcast clouds
536,Tunggol,PH,5.8446,121.1544,79.68,83,100,9.53,light rain
537,Dzerzhinskoye,RU,56.8344,95.2283,52.41,96,100,5.01,overcast clouds
538,Pucallpa,PE,-8.3791,-74.5539,80.64,78,75,5.75,broken clouds
539,Vytegra,RU,61.0064,36.4481,61.77,97,37,6.02,scattered clouds
540,Vila,PT,42.0304,-8.1588,59.88,80,0,4.29,clear sky
541,Cauquenes,CL,-35.9671,-72.3225,50.43,85,77,5.53,broken clouds
542,Alvand,IR,36.3187,49.1678,59.22,75,11,6.22,few clouds
543,Bertoua,CM,4.5833,13.6833,68.32,98,98,2.86,light rain
544,Ballina,AU,-28.8667,153.5667,51.01,63,0,12.48,clear sky
545,Aksu,CN,41.1231,80.2644,82.65,25,3,1.59,clear sky
546,Ruteng,ID,-8.6136,120.4721,57.99,86,77,1.92,broken clouds
547,Goure,NE,13.9835,10.2704,90.01,45,66,19.28,broken clouds
548,Tshane,BW,-24.0196,21.8684,65.21,34,87,4.32,overcast clouds
549,Vao,NC,-22.6667,167.4833,67.98,63,0,8.41,clear sky
550,Matay,EG,28.419,30.7792,85.33,22,0,10.83,clear sky
551,Tari,NG,12.4086,4.4914,82.6,69,99,15.12,overcast clouds
552,Atalaia,BR,-9.5019,-36.0228,73.9,97,96,4.36,overcast clouds
553,Lang Suan,TH,9.9456,99.0785,78.37,87,91,1.48,overcast clouds
554,Jogighopa,IN,26.2333,90.5833,76.66,92,26,3.06,scattered clouds
555,San Quintin,MX,30.4833,-115.95,73.78,65,14,12.64,few clouds
556,Frolishchi,RU,56.4211,42.6533,64.63,92,7,5.23,clear sky
557,Harper,LR,4.375,-7.7169,75.49,79,100,10.67,overcast clouds
558,Soto La Marina,MX,23.7667,-98.2167,94.77,42,46,19.17,scattered clouds
559,Kaspiyskiy,RU,45.3929,47.3707,78.03,60,40,8.16,scattered clouds
560,Port Blair,IN,11.6667,92.75,80.83,82,100,2.66,overcast clouds
561,Gua Musang,MY,4.8823,101.9644,74.26,99,100,2.19,overcast clouds
562,Chimbote,PE,-9.0853,-78.5783,64.42,79,56,10.92,broken clouds
563,Christchurch,NZ,-43.5333,172.6333,48.4,91,75,14.97,broken clouds
564,Kibala,TD,9.1104,18.3463,75.15,100,40,2.3,scattered clouds
565,Ixtapa,MX,20.7,-105.2,86.23,74,100,6.91,overcast clouds
566,Barra,BR,-11.0894,-43.1417,75.96,46,100,1.83,overcast clouds
567,Borba,BR,-4.3878,-59.5939,85.39,47,85,2.28,overcast clouds
568,Doha,QA,25.2867,51.5333,95.31,68,100,9.22,light rain
569,Ranong,TH,9.9658,98.6348,77.68,89,72,2.86,broken clouds
570,Parkersburg,US,39.2667,-81.5615,76.15,91,100,3.44,overcast clouds
571,Talaya,RU,61.3833,152.75,53.53,83,100,7.23,moderate rain
572,Beyneu,KZ,45.3167,55.2,77.32,45,0,9.24,clear sky
573,Alugan,PH,12.2188,125.4808,78.28,88,98,4.88,overcast clouds
574,Benghazi,LY,32.1167,20.0667,80.51,76,0,9.33,clear sky
575,Avera,US,33.194,-82.5271,92.71,33,91,9.19,overcast clouds
576,Kangaatsiaq,GL,68.3065,-53.4641,40.37,94,100,7.23,overcast clouds
577,Zeya,RU,53.75,127.2667,72.21,68,0,2.75,clear sky
578,Neryungri,RU,56.6709,124.6491,69.8,68,0,3.4,clear sky
579,Shirokiy,RU,49.758,129.523,69.85,88,5,5.66,clear sky
580,Trenggalek,ID,-8.05,111.7167,71.01,94,42,0.98,scattered clouds
581,Circleville,US,39.6006,-82.946,77.68,83,100,0.0,overcast clouds
582,San Cristobal,VE,7.7669,-72.225,80.78,74,40,4.07,scattered clouds
583,Payo,ID,-3.7508,103.6372,72.39,98,100,1.63,overcast clouds
584,Hudson,US,40.7168,-74.0663,84.2,46,0,13.8,clear sky
585,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,57.79,82,75,2.24,light rain
586,Bandarban,BD,22.1965,92.2262,74.48,98,38,1.16,scattered clouds
587,George,ZA,-33.963,22.4617,54.95,62,100,6.91,overcast clouds
588,Teguldet,RU,57.3064,88.1667,50.88,95,100,2.66,overcast clouds
589,Trelew,AR,-43.249,-65.3051,45.48,95,100,6.71,light rain
590,Sabang,ID,5.8933,95.3214,80.58,76,100,8.37,moderate rain
591,Salinas,US,36.6777,-121.6555,82.99,58,0,16.11,clear sky
592,Naze,JP,28.3667,129.4833,74.32,75,5,5.97,clear sky
593,Pho Thong,TH,14.6673,100.4088,80.24,88,30,3.83,scattered clouds
594,Diego De Almagro,CL,-26.3667,-70.05,65.8,36,9,4.83,clear sky
595,Abdanan,IR,32.9926,47.4198,81.32,10,0,11.25,clear sky
596,Grimsby,GB,53.5654,-0.0755,59.99,74,100,6.91,overcast clouds
597,Farah,AF,32.5,62.5,88.41,38,18,7.05,few clouds
598,Dwarka,IN,22.2394,68.9678,81.93,83,100,15.55,overcast clouds
599,Bryan,US,30.6744,-96.37,102.81,32,40,13.8,scattered clouds
600,Sechura,PE,-5.5569,-80.8222,70.39,66,89,16.67,overcast clouds
601,Archidona,ES,37.0965,-4.3887,80.91,27,0,0.69,clear sky
602,Cabedelo,BR,-6.9811,-34.8339,75.87,83,82,12.19,broken clouds
603,Ouango,CF,4.3133,22.5552,70.86,97,100,0.25,overcast clouds
604,Mormugao,IN,15.4,73.8,78.13,83,100,5.26,overcast clouds
605,Rajbiraj,NP,26.5333,86.75,79.84,83,100,5.55,overcast clouds
606,Killybegs,IE,54.6333,-8.45,54.05,78,19,2.35,few clouds
607,Zhangye,CN,38.9342,100.4517,67.42,40,1,8.55,clear sky
608,Sorong,ID,-0.8833,131.25,76.1,91,61,7.87,broken clouds
609,Thunder Bay,CA,48.4001,-89.3168,71.58,78,100,11.5,overcast clouds
610,Ekhabi,RU,53.5102,142.9671,56.68,87,100,6.04,overcast clouds
611,Fez,MA,34.0372,-4.9998,84.45,23,0,9.22,clear sky
612,Namatanai,PG,-3.6667,152.4333,81.54,71,78,7.16,broken clouds
613,Andilamena,MG,-17.0167,48.5833,53.76,96,49,4.36,scattered clouds
614,Korla,CN,41.7597,86.1469,81.75,20,2,4.32,clear sky
615,Nanakuli,US,21.3906,-158.1547,84.15,57,100,10.36,overcast clouds
616,Moron,AR,-34.6534,-58.6198,69.94,93,89,4.72,overcast clouds
617,Beringovskiy,RU,63.05,179.3167,48.0,88,100,7.49,light rain
618,Ust-Nera,RU,64.5667,143.2,67.24,68,37,5.55,scattered clouds
619,Panama City,PA,8.9936,-79.5197,85.95,76,40,10.36,scattered clouds
620,San Mariano,PH,7.5,126.0,72.05,92,93,2.66,overcast clouds
621,Waitati,NZ,-45.75,170.5667,46.22,98,100,5.61,light rain
622,Tiarei,PF,-17.5333,-149.3333,78.82,84,100,14.67,moderate rain
623,Tripoli,LY,32.8752,13.1875,82.04,56,0,3.89,clear sky
624,Devils Lake,US,48.1128,-98.8651,75.31,52,20,17.27,few clouds
625,Macapsing,PH,15.6783,121.1319,76.68,94,100,0.45,overcast clouds
626,San Angelo,US,31.4638,-100.437,103.1,20,0,14.97,clear sky
627,Winnemucca,US,40.973,-117.7357,100.45,6,0,9.22,clear sky
628,Ulladulla,AU,-35.35,150.4667,47.91,67,21,8.66,few clouds
629,Vitim,RU,59.4511,112.5578,61.75,93,91,5.86,overcast clouds
630,North Bend,US,43.4065,-124.2243,83.25,83,0,11.5,clear sky
631,Tombouctou,ML,20.0,-3.0,100.26,9,0,9.51,clear sky
632,Viesca,MX,25.35,-102.8,89.64,26,99,1.86,overcast clouds
633,Chumikan,RU,54.7183,135.315,56.41,84,3,3.2,clear sky
634,Nahan,IN,30.55,77.3,77.36,72,96,4.63,overcast clouds
635,Victor Harbor,AU,-35.5667,138.6167,49.68,78,100,12.84,overcast clouds
636,Eyl,SO,7.9803,49.8164,76.5,75,5,23.42,clear sky
637,Banda Aceh,ID,5.5577,95.3222,77.52,83,100,9.19,overcast clouds
638,Nokaneng,BW,-19.6667,22.2667,59.99,35,2,7.4,clear sky
639,Lima,PE,-12.0432,-77.0282,59.25,82,100,11.5,overcast clouds
640,Bejar,ES,40.3864,-5.7634,67.28,43,0,4.23,clear sky
641,Witbank,ZA,-25.8713,29.2332,49.87,63,5,3.98,clear sky
642,High Level,CA,58.5169,-117.136,78.91,47,75,11.5,broken clouds
643,Felipe Carrillo Puerto,MX,19.5833,-88.05,91.06,48,45,7.16,scattered clouds
644,Moose Jaw,CA,50.4001,-105.5344,66.45,59,81,19.57,broken clouds
645,Camacupa,AO,-12.0167,17.4833,57.54,36,1,4.14,clear sky
646,Tessalit,ML,20.1986,1.0114,98.24,9,21,5.59,few clouds
647,Abapo,BO,-18.8333,-63.4667,79.25,45,1,11.61,clear sky
648,Ishinomaki,JP,38.4167,141.3,77.0,90,12,1.66,few clouds
649,Diban,SY,35.0365,40.5167,90.05,13,0,10.87,clear sky
650,Harnoli,PK,32.2792,71.5539,90.55,58,100,4.85,overcast clouds
651,Spencer,US,43.1414,-95.1444,80.71,57,100,8.05,overcast clouds
652,Mayo,US,38.8876,-76.5119,79.99,78,100,3.44,overcast clouds
653,Bonao,DO,18.9369,-70.4092,82.38,72,31,5.57,scattered clouds
654,Middle Island,US,40.8843,-72.9373,81.28,63,0,10.36,clear sky
655,Santa Luzia,BR,-19.7697,-43.8514,70.88,49,0,9.22,clear sky
656,Paita,PE,-5.0892,-81.1144,65.77,81,98,18.23,overcast clouds
657,Tutoia,BR,-2.7619,-42.2744,78.46,77,45,9.15,scattered clouds
658,Alzamay,RU,55.5562,98.6644,49.26,97,3,3.71,clear sky
659,Nchelenge,ZM,-9.3451,28.734,68.09,48,63,6.71,broken clouds
660,Narkanda,IN,31.2548,77.4613,54.61,97,100,0.89,light rain
661,Xining,CN,36.6167,101.7667,54.39,85,89,1.48,overcast clouds
662,Bognor Regis,GB,50.7821,-0.6798,66.97,75,93,4.45,overcast clouds
663,San Juan Pueblo,HN,15.5833,-87.2333,84.96,84,83,4.14,broken clouds
664,Rafai,CF,4.95,23.9167,68.94,97,100,0.51,overcast clouds
665,Volda,NO,62.1476,6.0741,53.92,87,75,2.3,broken clouds
666,Paamiut,GL,61.994,-49.6678,42.71,90,10,20.33,clear sky
667,Waddan,LY,29.1614,16.139,82.78,34,0,14.14,clear sky
668,Verkhnechusovskiye Gorodki,RU,58.1671,57.1086,54.0,94,20,3.8,few clouds
669,Salym,RU,60.0625,71.4789,52.93,76,31,5.53,scattered clouds
670,Wetaskiwin,CA,52.9668,-113.3687,73.67,75,40,8.08,scattered clouds
671,Yongan,CN,39.6957,113.6871,65.5,83,99,4.41,overcast clouds
672,Mayumba,GA,-3.432,10.6554,69.06,91,16,4.59,few clouds
673,Vagur,FO,61.4732,-6.8119,52.34,81,99,10.92,overcast clouds
674,Nizwa,OM,22.9333,57.5333,78.06,83,98,6.44,light rain
675,Okhotsk,RU,59.3833,143.3,61.48,76,100,3.18,overcast clouds
676,Yumen,CN,40.2833,97.2,73.49,17,7,10.29,clear sky
677,Labuhan,ID,-6.8844,112.2051,74.14,85,76,7.43,broken clouds
678,Inongo,CD,-1.95,18.2667,69.55,91,71,6.73,broken clouds
679,Ascension,US,30.2169,-90.9001,86.0,85,100,8.05,light rain
680,Guerrero Negro,MX,27.9769,-114.0611,81.37,51,36,13.91,scattered clouds
681,Krasnoyarka,RU,55.3333,73.1167,75.15,89,98,5.57,overcast clouds
682,Guhagar,IN,17.4842,73.1929,78.04,86,100,0.22,light rain
683,Bafoulabe,ML,13.8065,-10.8321,81.09,81,66,4.97,light rain
684,Aanekoski,FI,62.6946,25.818,61.86,100,77,9.04,broken clouds
685,Luanda,AO,-8.8368,13.2343,71.6,83,75,8.05,broken clouds
686,Ontario,US,34.0633,-117.6509,102.87,41,20,14.97,few clouds
687,Zyryanovsk,KZ,49.7386,84.2719,53.35,73,1,1.86,clear sky
688,Hailar,CN,49.2,119.7,64.9,88,27,7.0,scattered clouds
689,Solnechnyy,RU,50.7214,136.6319,59.45,92,100,3.36,light rain
690,Kansas City,US,39.0997,-94.5786,82.58,82,40,8.05,scattered clouds
691,Melo,UY,-32.3667,-54.1833,66.45,88,63,4.45,broken clouds
692,Decatur,US,39.8403,-88.9548,75.97,88,100,0.0,overcast clouds
693,Tuy Hoa,VN,13.0833,109.3,75.92,91,93,3.96,overcast clouds
694,Corlu,TR,41.1592,27.8,67.98,68,0,5.75,clear sky
695,Kununurra,AU,-15.7667,128.7333,71.58,33,27,10.36,scattered clouds
696,Santa Rosa,PH,14.3122,121.1114,78.78,89,91,1.92,overcast clouds
697,Rameswaram,IN,9.2833,79.3,82.0,74,92,2.66,overcast clouds
698,Corowa,AU,-36.0333,146.3833,44.78,93,84,6.67,broken clouds
